Gene names,riBAQ 17,riBAQ 18,riBAQ 35,riBAQ 36,riBAQ 19,riBAQ 20,riBAQ 21,riBAQ 22,riBAQ 23,riBAQ 37,riBAQ 38,riBAQ 39,riBAQ 40,riBAQ 41,riBAQ 24,riBAQ 25,riBAQ 26,riBAQ 42,riBAQ 43
AP3D1,1.62E-05,4.65E-05,4.93E-05,5.75E-05,1.81E-05,2.58E-05,2.10E-05,1.96E-05,1.56E-05,3.42E-05,3.57E-05,1.66E-05,9.34E-06,1.79E-05,8.62E-06,9.53E-06,1.17E-05,7.21E-06,9.32E-06
AP3M2,0,5.27E-05,4.79E-05,7.41E-05,0,0,0,0,0,2.88E-05,4.02E-05,1.91E-05,0,2.58E-05,0,0,0,0,0
APBA1,0,9.25E-06,3.42E-06,5.35E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APEH,8.62E-05,5.42E-05,8.08E-05,6.03E-05,7.01E-05,7.07E-05,4.91E-05,9.96E-05,8.31E-05,6.47E-05,6.23E-05,7.09E-05,8.97E-05,7.85E-05,7.26E-05,3.81E-05,5.89E-05,3.91E-05,6.79E-05
APEX1,4.67E-05,6.83E-05,3.90E-05,2.58E-05,7.48E-05,7.43E-05,5.24E-05,0.000112519,7.56E-05,4.54E-05,5.32E-05,6.94E-05,0.000109534,7.01E-05,8.51E-05,7.48E-05,6.22E-05,8.74E-05,5.02E-05
APMAP,2.53E-05,4.55E-05,2.87E-05,3.10E-05,4.41E-05,0.000122243,8.97E-05,6.89E-05,5.56E-05,6.44E-05,6.70E-05,3.53E-05,2.58E-05,1.51E-05,7.93E-05,0.000126648,8.63E-05,0.00020652,0.00017389
APOA1,0.000194773,0,0.000233106,0.000218469,9.07E-05,0.000277557,0.000367759,8.46E-05,0.00011618,0.000215627,0.000273672,0.000133925,7.34E-05,0.000269357,0.000113731,9.71E-05,4.90E-05,0.00036231,7.63E-05
APOA1BP,0.000202404,0.0001004,0.000123872,0.000132129,0.000148684,0.000135232,0.000112831,0.000143937,0.000142084,0.000133782,0.000161669,9.03E-05,0.000196983,0.000179424,0.000175312,0.000166026,0.000159743,0.000132187,0.000154743
APOB,1.22E-05,7.02E-06,0,0,4.54E-06,6.90E-06,3.39E-05,8.00E-06,3.51E-06,3.33E-06,7.53E-06,6.78E-06,6.02E-06,0,2.74E-05,3.68E-06,5.42E-06,4.37E-05,9.59E-06
APOD,0.000257904,0.000255044,0.000217401,0.0001207,0.000319621,0.000603017,0.000673032,0.000428779,0.000409694,0.000454183,0.000326916,0.000733574,0.000512245,0.000389581,0.001505358,0.002550426,0.002218425,0.0004059,0.002190938
APOE,0.000237401,0.000210169,0.000226774,0.000225626,0.000556461,0.00035191,0.000805892,0.000311007,0.000188046,0.000280821,0.000191917,0.000397355,0.000417883,0.000311431,0.00033239,0.000205614,0.000203743,0.000517737,0.000373649
APOH,4.40E-05,0,0,0,0,0,2.32E-05,3.94E-05,2.51E-05,2.32E-05,2.13E-05,5.36E-05,2.25E-05,3.79E-05,5.06E-05,5.68E-05,0,0.000178029,4.39E-05
APP,0,1.35E-05,0,0,0.000586252,5.82E-05,3.47E-05,0.000157027,0.00010198,0,1.99E-05,6.67E-05,2.58E-05,0,2.05E-05,2.64E-05,1.89E-05,9.64E-05,8.86E-05
APPL1,3.47E-05,2.95E-05,5.20E-05,3.79E-05,3.32E-05,4.16E-05,2.84E-05,2.19E-05,2.99E-05,3.51E-05,3.64E-05,3.20E-05,1.28E-05,3.71E-05,2.45E-05,2.26E-05,2.92E-05,2.38E-05,2.36E-05
APPL2,1.20E-05,0,8.31E-06,0,0,0,8.43E-06,0,9.00E-06,0,0,0,0,0,0,1.21E-05,1.33E-05,1.32E-05,1.88E-05
APRT,0,0.000105199,6.48E-05,7.02E-05,7.58E-05,6.40E-05,5.17E-05,6.74E-05,9.10E-05,5.00E-05,5.64E-05,4.58E-05,7.69E-05,6.65E-05,0.00011077,0.00012112,9.45E-05,0.000117234,0.000123974
AQP4,0.001507758,0.001622226,0.001123033,0.001250628,0.005585655,0.008029989,0.002751342,0.006082158,0.005206123,0.002261936,0.003794988,0.003945349,0.003199169,0.0021514,0.008159885,0.008266803,0.007591139,0.007940385,0.006441776
ARF1,0.002665548,0.002450179,0.002955583,0.003257551,0.002751235,0.001711352,0.001902817,0.001885731,0.001883663,0.002477229,0.002466172,0.001839347,0.001591942,0.002566402,0.0015683,0.00102379,0.001062489,0.001234863,0.001451268
ARF4,0,0.000121197,7.22E-05,8.78E-05,0,9.72E-05,0.000119163,8.93E-05,7.01E-05,0,7.81E-05,0,5.82E-05,0,6.77E-05,0.000133083,9.86E-05,8.37E-05,9.71E-05
ARF5,0.000150549,0.000126697,0.000146089,0.000152104,0.000129386,0.000100873,6.04E-05,4.50E-05,0,0.000119069,0.000116165,6.95E-05,0,8.62E-05,0,3.30E-05,8.65E-05,6.73E-05,0
ARHGAP1,6.07E-05,9.24E-05,7.25E-05,9.49E-05,7.52E-05,0.000101214,0.000108031,5.77E-05,6.89E-05,7.93E-05,8.95E-05,3.59E-05,2.78E-05,5.57E-05,5.64E-05,6.28E-05,5.88E-05,7.49E-05,6.49E-05
ARHGAP35,0,5.58E-06,4.20E-06,7.60E-06,0,0,3.06E-06,6.83E-06,0,0,0,0,0,0,0,0,0,0,0
ARHGAP5,2.50E-05,1.61E-05,1.52E-05,1.26E-05,0,0,2.23E-05,6.42E-06,0,4.18E-06,3.35E-06,1.19E-05,1.39E-05,0,3.32E-05,3.09E-06,1.43E-05,8.57E-06,1.33E-05
ARHGDIA,0.001337454,0.001908999,0.001768288,0.001570001,0.001555129,0.001260839,0.001131528,0.001306363,0.00121148,0.001215248,0.001424363,0.001108348,0.001172142,0.001591378,0.000857686,0.000842928,0.000881794,0.000716497,0.000635474
ARHGDIB,0,0,0,4.22E-05,0,3.60E-05,0,0,0,0,4.18E-05,0,4.32E-05,5.88E-05,5.87E-05,5.59E-05,5.86E-05,6.83E-05,5.27E-05
ARHGEF12,3.79E-06,5.20E-06,4.61E-06,4.34E-06,0,0,2.86E-06,0,0,0,0,2.83E-06,0,0,0,0,0,0,0
ARHGEF2,0,8.51E-06,8.12E-06,6.61E-06,0,6.03E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF7,0,2.55E-05,2.74E-05,2.42E-05,0,0,0,6.47E-06,7.30E-06,1.64E-05,1.85E-05,0,0,5.60E-06,0,0,0,0,0
ARL3,0.000160249,0.0002072,0.000193883,0.000206595,0.00016646,0.000204442,0.000200714,0.000100607,0.000168276,0.00021214,0.000189738,0.000139307,0.00013636,0.000172126,0.000172131,0.000195029,0.000197179,0.000179999,0.000167762
ARL8A,0.000190955,0.000302927,0.000208663,0.000218174,0.000286405,0.00027442,0.000367636,0.000240786,0.000198856,0.000277292,0.000261387,0.000215567,0.000166601,0.000174665,0.000235785,0.000276714,0.000232036,0.000321666,0.000278234
ARMT1,2.74E-05,4.62E-05,3.31E-05,2.85E-05,3.40E-05,3.59E-05,2.49E-05,1.94E-05,3.31E-05,2.88E-05,3.84E-05,2.20E-05,7.73E-06,3.03E-05,2.38E-05,1.57E-05,1.80E-05,1.48E-05,1.44E-05
ARPC1A,0.000228021,0.000225228,0.000222463,0.000203152,0.000255528,0.000227462,0.000408756,0.000236589,0.000203005,0.000211973,0.000196815,0.000144056,0.000152661,0.000198481,0.000172277,0.000184699,0.0002577,0.000207092,0.000158192
ARPC2,0.000280353,0.000305609,0.000323888,0.000272282,0.000399318,0.000279093,0.000605788,0.000393032,0.000314461,0.000272802,0.000298699,0.000206929,0.000200198,0.000238029,0.00023509,0.00028568,0.000381417,0.000433445,0.000291818
ARPC3,0.000294004,0.000240107,0.000375544,0.000280103,0.000288546,0.000240338,0.000432183,0.000271334,0.00024734,0.000357875,0.000277365,0.000236013,0.000232195,0.000284799,0.000266143,0.000181692,0.000437027,0.000397577,0.00020159
ARPC4-TTLL3,0.000255604,0.000223559,0.000258568,0.000260272,0.00024003,0.000454952,0.000915695,0.000232162,0.00032002,0.000170524,0.00021016,0.000160368,0.000165267,0.000242924,0.000193245,0.000163073,0,0.000153422,0
ARPC5,0,8.25E-05,0.000104605,0,0,0,0,0,0,9.46E-05,0,0,0.000115934,0,8.42E-05,0.000120871,0.000230357,0.000257355,0.000178639
ARPC5L,0.000163412,0,0.000285358,0.000184257,0.000148655,0,0.000185341,0,0,0.000253549,0,0,0.000150791,0,0,0,0.000150759,0.000127708,0
ARPP19,0.000131997,0,9.54E-05,0.000164687,0,0,0,0,0,0,0,0,0,0.000153451,0,0,0,0,0
ARRB1,3.58E-05,0,1.84E-05,4.14E-05,5.64E-05,5.35E-05,4.44E-05,7.75E-05,5.15E-05,3.20E-05,2.77E-05,2.59E-05,2.67E-05,2.41E-05,4.24E-05,4.85E-05,3.69E-05,5.17E-05,6.05E-05
ARVCF,4.68E-06,0,0,0,0,0,3.97E-06,0,0,0,0,0,0,0,4.53E-06,1.03E-05,1.21E-05,9.38E-06,9.62E-06
ASAH1,0.00015214,7.00E-05,4.01E-05,2.73E-05,0.000196734,0.00019047,0.000200526,0.000159741,0.000171959,9.28E-05,6.00E-05,0.000218173,0.00019299,0.000104722,0.000332226,0.000886117,0.00055099,0.000271356,0.000698937
ASMTL,0,0,0,2.63E-05,0,3.65E-05,3.01E-05,1.92E-05,1.22E-05,1.37E-05,1.25E-05,0,1.29E-05,1.83E-05,0,0,1.41E-05,1.86E-05,0
ASNA1,5.06E-05,9.29E-05,8.69E-05,8.75E-05,7.01E-05,0.000121076,0.000108771,6.46E-05,6.09E-05,9.49E-05,0.000108051,5.21E-05,3.84E-05,3.97E-05,6.22E-05,8.91E-05,6.22E-05,0.000163401,0.000113269
ASPA,2.74E-05,4.92E-05,2.45E-05,0,4.30E-05,6.38E-05,0.000116006,6.00E-05,0,4.93E-05,5.81E-05,3.45E-05,0.000129393,7.96E-05,7.45E-05,8.93E-05,6.28E-05,6.79E-05,8.73E-05
ASPH,0,0,0,0,0,2.44E-05,0,0,0,8.94E-06,0,0,0,0,1.19E-05,4.67E-05,3.85E-05,0.000136529,8.30E-05
ASRGL1,0.000210611,0.00020664,0.000180241,0.000170726,9.88E-05,8.14E-05,0.000168813,0.000172846,0.00019296,0.000102263,0.00010956,0.000145117,0.000213583,0.000163859,0.000233852,0.000125742,0.000164632,0.000166799,0.000191858
ASS1,4.23E-05,7.22E-05,4.41E-05,5.49E-05,0,8.02E-05,0.000112587,4.89E-05,0.000134914,8.17E-05,3.53E-05,6.14E-05,7.55E-05,6.55E-05,0.000138676,0.000161643,0.000132352,0.000157987,0.000111046
ATCAY,0,7.94E-05,5.39E-05,8.54E-05,0,0,0,3.64E-05,0,7.32E-05,4.72E-05,0,0,0,0,0,0,0,0
ATG7,1.82E-05,2.05E-05,1.90E-05,2.32E-05,1.72E-05,1.38E-05,1.60E-05,1.67E-05,2.37E-05,2.40E-05,2.13E-05,1.36E-05,1.22E-05,1.99E-05,1.46E-05,1.13E-05,1.38E-05,1.37E-05,1.42E-05
ATIC,3.89E-05,7.01E-05,5.81E-05,9.73E-05,4.41E-05,8.38E-05,7.55E-05,6.45E-05,3.59E-05,6.36E-05,6.39E-05,5.10E-05,4.46E-05,5.15E-05,4.08E-05,6.35E-05,6.00E-05,8.36E-05,6.36E-05
ATL1,6.16E-05,0.000248332,0.000185878,0.000194741,8.56E-05,0.000158907,0.000120321,9.44E-05,7.77E-05,0.000197103,0.000181824,3.36E-05,4.83E-05,6.18E-05,3.84E-05,5.36E-05,3.00E-05,3.68E-05,4.87E-05
ATL3,0,0,0,0,0,1.93E-05,0,0,0,1.90E-05,0,0,0,0,0,1.90E-05,1.16E-05,3.68E-05,2.36E-05
ATOX1,0,0.000753437,0.000795065,0.000916959,0.000754272,0.000668592,0,0.000604522,0,0.000592986,0.000682277,0.00050258,0.000913362,0.000845238,0,0,0.000487452,0.000665641,0.000362524
ATP1A1,0.003845654,0.002911586,0.003451163,0.002531154,0.00202985,0.002489382,0.002632435,0.001918517,0.002873524,0.003036657,0.00334164,0.002669473,0.002123612,0.002035933,0.002140374,0.001997465,0.001780083,0.000929472,0.002005334
ATP1A2,0.010037432,0.00838077,0.00713751,0.007717536,0.005925655,0.008116777,0.006129679,0.007046194,0.007793048,0.006978131,0.007951924,0.00770152,0.005517077,0.00551633,0.007832744,0.007073929,0.008088623,0.006266843,0.007395736
ATP1A3,0.004865753,0.003754677,0.003698472,0.003622905,0.003367857,0.003984548,0.004227454,0.003353063,0.00356507,0.003499402,0.004199102,0.003481834,0.003076743,0.002871929,0.002958453,0.00336603,0.00291618,0.001534275,0.002926822
ATP1B1,0.012976983,0.010642542,0.012111596,0.008727649,0.009047961,0.011618159,0.009124017,0.006916455,0.011600078,0.010732293,0.012601866,0.010867419,0.007940287,0.008478873,0.007740082,0.009343486,0.006377489,0.003243542,0.007150185
ATP1B2,0.002853833,0.002852402,0.002026779,0.002099651,0.00216717,0.002720294,0.002137486,0.002747442,0.002644093,0.002518993,0.002686806,0.00259217,0.001701307,0.001807994,0.002316036,0.002451823,0.00285422,0.001736553,0.002116965
ATP1B3,0.000713828,0.000346031,0.000273714,0.000167507,0.000458299,0.000829462,0.00064857,0.000643535,0.000709716,0.000782072,0.000414189,0.000690404,0.00018895,0.000321297,0.001042558,0.001541862,0.000785792,0.001349617,0.001422332
ATP2A2,6.86E-05,0.000129462,9.92E-05,8.64E-05,8.69E-05,0.00026143,0.000135787,9.70E-05,7.23E-05,0.000108388,0.000147214,5.96E-05,4.33E-05,3.10E-05,9.38E-05,0.000122259,0.000107166,0.000218876,0.000132709
ATP2B1,0.000343361,0.000334457,0.000492597,0.000347569,0.000265695,0.000274533,0.000217316,0.000241281,0.00035654,0.000286188,0.000356911,0.000293761,0.000144327,0.000275078,0.000157621,9.50E-05,0.000122793,0.000113407,8.49E-05
ATP2B2,0.000616582,0.000529547,0.000791235,0.000528487,0.000269042,0.000365433,0.00025482,0.00030942,0.000420786,0.000395839,0.00057506,0.000365477,0.000337706,0.000364065,0.000243525,0.000194074,0.000142452,0.000143042,0.000226337
ATP2B3,0.00019531,0.000160826,0.000230527,0.000199563,0.000132835,9.42E-05,7.56E-05,0.000101108,0.000170478,0.000186942,0.000189811,0.000140128,6.86E-05,0.000134612,8.12E-05,3.92E-05,4.61E-05,2.59E-05,4.75E-05
ATP2B4,0.000772648,0.000799432,0.000974205,0.00096867,0.001004857,0.000691413,0.000723438,0.000823582,0.000987203,0.000781842,0.000835057,0.000805334,0.000575784,0.000846184,0.000511922,0.000519444,0.000514317,0.000480153,0.000597066
ATP5A1,0.000161077,7.75E-05,8.07E-05,8.88E-05,0.000216853,0.000331294,0.000228966,0.000241897,0.000197918,0.000194585,0.000152693,0.000167819,0.000156488,9.95E-05,0.000459698,0.00107464,0.000745775,0.000589272,0.001863056
ATP5B,0.000222962,0.00011853,0.000121274,0.000106965,0.000391116,0.000505403,0.000413382,0.000366138,0.000309026,0.000336659,0.000214154,0.000185441,0.000368274,0.000141214,0.000697336,0.001925675,0.001494218,0.001405106,0.003445208
ATP5C1,2.95E-05,0,0,0,5.37E-05,0.000110796,0,6.17E-05,4.84E-05,6.18E-05,0,0,0,0,0.000127071,0.000359267,0.000182536,0.000187768,0.000591705
ATP5F1,4.97E-05,4.76E-05,2.90E-05,3.05E-05,0.000113475,0.000183485,8.13E-05,9.73E-05,7.96E-05,9.33E-05,6.85E-05,6.53E-05,4.28E-05,4.70E-05,0.000176809,0.000489056,0.000281792,0.000199735,0.000532661
ATP5H,0.000130509,0,0,0,0.00019668,0.000351241,0,0.000247719,0.000197647,0.000203461,0.00010125,0.00013097,0.000149932,7.23E-05,0.000415402,0.001123255,0.000824831,0.000614614,0.002004373
ATP5O,0,0,0,0,0,0.000100019,0,9.60E-05,6.73E-05,5.64E-05,0,0,0,0,0.000107889,0.000269458,0.000246409,0.000144046,0.000445604
ATP6V0A1,0.00048122,0.000891226,0.000958462,0.000949665,0.000750104,0.000874848,0.00161789,0.000671345,0.000584045,0.000747846,0.000699189,0.000342417,0.000348875,0.000358041,0.000387208,0.00054147,0.000306407,0.000318205,0.000553412
ATP6V0D1,0.000617567,0.001143394,0.001072705,0.001082645,0.001010386,0.001215596,0.001900263,0.00071103,0.000718123,0.000929165,0.001047417,0.000465959,0.00045686,0.000510757,0.000445901,0.000481586,0.00037279,0.000530551,0.000733252
ATP6V1A,0.000895758,0.001272082,0.001080923,0.00123775,0.000863328,0.001088829,0.001763555,0.001063187,0.001034716,0.001305228,0.001281635,0.000733181,0.00075449,0.001104181,0.000621286,0.000498121,0.000616294,0.000526461,0.000660356
ATP6V1B2,0.000854869,0.001188416,0.001028902,0.001166154,0.000758233,0.001174194,0.001933127,0.001238106,0.001118895,0.001293806,0.001359335,0.000694988,0.000825159,0.001165463,0.00068807,0.000537096,0.000482229,0.000498373,0.000635109
ATP6V1C1,0.000334977,0.000536848,0.000527297,0.000453714,0.000428342,0.000552474,0.000878687,0.000567707,0.0004703,0.000437206,0.000572257,0.000269125,0.000284314,0.000416074,0.000242836,0.000234342,0.000223345,0.00016972,0.000234388
ATP6V1D,0.00049293,0.000444309,0.00024627,0.000198607,0.000502284,0.000254793,0.0003615,0.000229745,0.000646202,0.000265932,0.000255962,9.45E-05,0.000112954,0.000137773,0.000581622,0.001025131,0.000103739,6.82E-05,0.000963894
ATP6V1E1,0.000709936,0.001458738,0.001020587,0.0008956,0.000899226,0.001084347,0.001513564,0.001092768,0.001028804,0.001205266,0.001225017,0.000494942,0.000782323,0.000632691,0.000487452,0.000642913,0.000465922,0.000368402,0.001051604
ATP6V1F,0.000324523,0.000621732,0.000324061,0.000502759,0.000291917,0.000547125,0.001038267,0.000584802,0.000560722,0.000436935,0.000584428,0.000305141,0.000552193,0.00054788,0.000264634,0.000212371,0.000197164,0.000239868,0.000277772
ATP6V1G1,0,0,0,0,0,0,0.000132863,0.000100769,0,0,0,0,0,0,7.82E-05,7.81E-05,7.16E-05,0.000156754,0.000151865
ATP6V1G2,0.000357904,0.000871028,0.000711692,0.000578212,0.000507359,0.000598963,0.001182969,0.000770863,0.000541906,0.00058361,0.000693309,0.000306773,0.000566813,0.000419071,0.000274448,0.000243893,0.00027117,0.000219543,0.000300387
ATP6V1H,0.000245923,0.000386755,0.000303103,0.000296878,0.000257199,0.000336964,0.00050557,0.000334726,0.00034125,0.00033549,0.000356068,0.000177754,0.000136327,0.000306426,0.000160028,0.00012811,0.000101552,5.90E-05,0.000119755
ATP8A1,4.42E-05,7.14E-05,6.25E-05,0.000120402,0.000149315,6.71E-05,0.000168014,7.92E-05,6.11E-05,8.93E-05,5.69E-05,3.92E-05,2.35E-05,4.86E-05,2.46E-05,2.29E-05,2.11E-05,5.38E-05,2.99E-05
ATP9A,1.12E-05,1.32E-05,1.03E-05,1.04E-05,1.73E-05,2.16E-05,1.81E-05,1.60E-05,1.16E-05,1.10E-05,1.07E-05,1.24E-05,0,0,1.49E-05,1.46E-05,1.53E-05,1.46E-05,1.90E-05
ATRN,6.01E-06,6.42E-06,7.31E-06,6.76E-06,8.22E-06,6.43E-06,7.30E-06,5.37E-06,5.45E-06,5.52E-06,6.09E-06,6.00E-06,0,5.40E-06,0,0,5.59E-06,4.21E-06,3.35E-06
ATXN10,0,0,2.92E-05,2.73E-05,1.91E-05,0,0,1.35E-05,1.68E-05,1.88E-05,1.64E-05,8.41E-06,0,1.68E-05,0,1.84E-05,2.01E-05,2.05E-05,3.27E-05
B3GALTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05E-05,3.13E-05,7.45E-05,2.36E-05
B4GAT1,0,0,0,0,3.43E-05,4.56E-05,2.97E-05,0,0,0,0,0,1.95E-05,0,0,3.31E-05,1.72E-05,4.70E-05,2.72E-05
BAG3,1.71E-05,1.74E-05,0,1.09E-05,1.71E-05,2.16E-05,1.63E-05,3.35E-05,3.28E-05,0,1.66E-05,2.59E-05,3.46E-05,1.68E-05,4.77E-05,5.07E-05,7.16E-05,3.99E-05,4.79E-05
BAG6,0,1.46E-05,1.15E-05,1.18E-05,8.88E-06,0,0,8.62E-06,0,9.39E-06,1.24E-05,0,0,7.00E-06,0,0,5.60E-06,0,0
BAIAP2,7.01E-05,9.66E-05,0.000120408,0.000151208,9.25E-05,4.62E-05,6.86E-05,4.19E-05,6.07E-05,9.13E-05,7.75E-05,5.53E-05,4.96E-05,7.40E-05,2.03E-05,1.62E-05,1.70E-05,1.77E-05,1.82E-05
BANF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184352,0.000362203,0.000206974,0,0.000219267
BASP1,0.029634933,0.025836369,0.023091152,0.025059087,0.026612427,0.018202637,0.013025798,0.01682423,0.02577325,0.018483475,0.01520639,0.018366406,0.015619876,0.015220528,0.013027453,0.006742274,0.006836647,0.003406863,0.006049817
BBOX1,1.36E-05,0,0,1.82E-05,1.59E-05,0,1.08E-05,0,2.12E-05,1.29E-05,1.24E-05,1.02E-05,9.90E-06,6.59E-05,1.93E-05,4.41E-05,5.31E-05,3.25E-05,2.86E-05
BCAM,1.66E-05,0,1.85E-05,1.90E-05,1.83E-05,2.27E-05,2.69E-05,1.39E-05,1.79E-05,2.80E-05,1.05E-05,3.25E-05,1.96E-05,1.37E-05,3.44E-05,5.84E-05,4.73E-05,6.82E-05,0.000113649
BCAN,0.001767918,0.001277339,0.000798279,0.000786447,0.001076282,0.00149481,0.003946191,0.001032447,0.001183602,0.001116121,0.001016966,0.001901242,0.001880218,0.001510951,0.002543961,0.001909364,0.001193248,0.001497149,0.00135422
BCAP31,0,7.59E-05,6.87E-05,7.55E-05,0,6.25E-05,5.19E-05,0,4.64E-05,8.42E-05,6.69E-05,3.80E-05,0,0,5.74E-05,8.13E-05,9.02E-05,0.000149097,0.000109664
BCAS1,0,1.57E-05,0,0,0,0.000321356,0.000270331,2.04E-05,0,2.01E-05,3.48E-05,1.54E-05,3.83E-05,2.44E-05,0.000269815,1.94E-05,1.67E-05,0,0
BDH2,8.14E-05,6.11E-05,5.76E-05,4.78E-05,9.49E-05,0.000103967,8.89E-05,0.000103651,0.000100391,7.42E-05,7.20E-05,9.93E-05,0.000177164,0.000123129,0.000129173,0.000150614,0.000129902,0.000237599,0.000126649
BGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19E-05,5.85E-05,0,2.68E-05,0.000151371
BIN1,0.000398261,0.000637258,0.000630551,0.000619428,0.00048285,0.000714931,0.000667592,0.000561174,0.000502784,0.000582002,0.00067936,0.000433056,0.000579899,0.000763203,0.00045897,0.000208333,0.000298708,0.000154354,0.000186171
BLMH,3.11E-05,1.88E-05,3.72E-05,2.18E-05,2.69E-05,0,0,2.01E-05,2.70E-05,3.69E-05,2.74E-05,3.32E-05,4.30E-05,3.73E-05,3.40E-05,0,2.61E-05,2.37E-05,2.86E-05
BLVRA,0.000118326,0.00011158,0.000121191,0.000121849,0.000159107,9.96E-05,0.000113837,0.000139532,0.000127169,0.000125411,0.000124722,8.90E-05,0.000121513,0.000125586,0.000118861,9.98E-05,7.88E-05,0.000118918,9.57E-05
BLVRB,0.000159801,0.00018448,0.000157827,0.000197317,0.000206521,0.000225683,0.000226124,0.000167207,0.000192884,0.000198565,0.000228315,0.00015448,0.000185072,0.000201827,0.000245107,0.000305681,0.000332037,0.000501805,0.000276427
BPNT1,0,3.26E-05,3.51E-05,3.77E-05,4.67E-05,3.79E-05,4.52E-05,4.64E-05,4.92E-05,3.35E-05,0,0,3.93E-05,3.71E-05,4.28E-05,5.06E-05,0,3.72E-05,2.28E-05
BRK1,0.000389142,0.00091454,0.001126439,0.00099437,0.002174391,0.001681332,0.000317605,0.000820988,0.000239367,0.00114523,0.000256099,0.001556804,0.000233501,0.001055231,0.000224055,0.000206019,0.000174506,0.000246335,0.000283671
BSG,0.000916054,0.000869178,0.001137448,0.00102943,0.00098633,0.000965477,0.001104105,0.000931525,0.000956232,0.000872303,0.001113994,0.001199183,0.000862015,0.000891286,0.00118963,0.00191894,0.001838361,0.00130082,0.001775461
BSN,1.18E-05,1.32E-05,1.88E-05,2.38E-05,1.04E-05,4.20E-06,4.80E-06,1.18E-05,8.56E-06,1.07E-05,1.02E-05,6.33E-06,7.63E-06,1.13E-05,3.29E-06,0,0,0,0
BST1,2.23E-05,1.54E-05,0,0,0,5.65E-05,2.23E-05,1.81E-05,2.87E-05,4.41E-05,1.76E-05,3.42E-05,1.38E-05,2.14E-05,7.19E-05,0.000126993,4.52E-05,5.04E-05,8.13E-05
BTN3A3,0,2.40E-05,1.14E-05,1.62E-05,1.02E-05,3.34E-05,0,1.00E-05,0,2.38E-05,0,0,0,0,1.04E-05,2.04E-05,1.86E-05,2.30E-05,2.04E-05
C11orf54,3.25E-05,4.02E-05,0,3.68E-05,4.55E-05,4.47E-05,0,5.76E-05,0,5.24E-05,6.41E-05,7.25E-05,8.34E-05,5.35E-05,7.91E-05,3.64E-05,7.30E-05,0.000121644,9.14E-05
C11orf68,2.10E-05,6.90E-05,3.87E-05,3.85E-05,0,0,2.90E-05,3.13E-05,6.04E-05,3.98E-05,3.61E-05,1.62E-05,2.77E-05,3.51E-05,1.76E-05,0,0,0,1.77E-05
C14orf166,0,5.64E-05,4.35E-05,4.66E-05,1.88E-05,4.79E-05,3.78E-05,5.05E-05,2.61E-05,4.56E-05,5.54E-05,0,3.10E-05,0,2.05E-05,2.44E-05,3.46E-05,2.22E-05,2.36E-05
C16orf13,2.50E-05,3.20E-05,3.12E-05,2.38E-05,3.33E-05,0,0,0,3.11E-05,3.26E-05,3.36E-05,1.69E-05,1.63E-05,2.59E-05,2.39E-05,0,0,0,1.58E-05
C1QBP,9.34E-05,0,0,0,0.000101757,0,0.000138988,9.82E-05,8.87E-05,0,0,8.37E-05,0.00012776,0,0.000152174,0.00028944,0.000192516,0.00014791,0.000466412
C3,2.48E-05,1.39E-05,9.75E-06,4.12E-06,3.59E-05,4.26E-05,3.86E-05,6.20E-05,2.37E-05,2.03E-05,3.97E-05,3.66E-05,6.58E-05,3.60E-05,7.62E-05,5.37E-05,7.33E-05,5.60E-05,1.61E-05
C4A,4.04E-05,2.99E-05,0,0,7.06E-05,0.000159433,0.000214781,0.000107869,0.00011203,8.22E-05,0.000101211,0.000130163,0.000238993,3.76E-05,0.00019707,0.000276704,0.000549336,0.000441368,0.000291549
CA1,0.000302906,0.000182718,0.000315786,7.44E-05,0.000128668,0.000261515,0.000705711,0.000439036,0.000431151,0.000252066,0.000399511,0.00054719,0.000749046,0.000809976,0.00044229,0.00038059,0.000220869,0.000583809,0.000202109
CA2,0.000703679,0.001142031,0.00094116,0.000699165,0.001024209,0.001689086,0.002134267,0.002157725,0.001312419,0.001114576,0.002352892,0.001117428,0.00209445,0.001759107,0.001659211,0.001693293,0.00170888,0.001391662,0.001496055
CA4,0.000308774,0.000294994,0.000667523,0.000361666,0.000376859,0.000198324,0.000243389,0.000224409,0.000147128,0.000185749,0.000252521,0.000215594,0.000278844,0.00032751,8.56E-05,0.000218688,8.52E-05,0,0.00030471
CAB39,0.000156623,0.000170341,0.000166652,0.000139442,0.000188114,0.00011005,0.000141982,0.000149065,0.000149645,0.000153171,0.00017263,0.000115003,0.000144636,9.81E-05,0.000132105,0.00012963,0.000126652,7.38E-05,0.000107545
CAB39L,4.16E-05,3.94E-05,5.86E-05,4.60E-05,5.20E-05,2.43E-05,3.23E-05,4.07E-05,4.68E-05,4.45E-05,4.28E-05,5.97E-05,3.47E-05,6.69E-05,3.63E-05,6.32E-05,5.47E-05,6.25E-05,0.000100242
