"","green","turquoise","black","pink"
"","FET pValue","FET pValue","FET pValue","FET pValue"
"Astrocytes","0.961514530759744","1.70489426183475e-05","0.99994238058956","0.979013134169591"
"Microglia","0.0120600023832731","0.0247229241020647","0.999429188133945","0.74283729956441"
"Neuron","0.999982449276331","0.999999048404203","3.27157421117313e-12","0.0228358905273032"
"Oligodendrocytes","0.997426408634025","0.945710558811152","0.00224294549378951","1"
"Endothelia","0.542666454554244","0.00632242324871071","0.99838330571327","0.981088343732414"
"","FDR corrected","FDR corrected","FDR corrected","FDR corrected"
"Astrocytes","1","0.000170489426183475","1","1"
"Microglia","0.0482400095330925","0.0706369260058992","1","1"
"Neuron","1","1","6.54314842234625e-11","0.0706369260058992"
"Oligodendrocytes","1","1","0.0149529699585968","1"
"Endothelia","1","0.0316121162435535","1","1"
"","Overlap","Overlap","Overlap","Overlap"
"Astrocytes","14","97","46","3"
"Microglia","23","60","32","4"
"Neuron","4","30","99","11"
"Oligodendrocytes","6","40","65","0"
"Endothelia","11","50","24","1"
"","CategoryHitsInDataSet(ADJ)","CategoryHitsInDataSet(ADJ)","CategoryHitsInDataSet(ADJ)","CategoryHitsInDataSet(ADJ)"
"Astrocytes","218","218","218","218"
"Microglia","153","153","153","153"
"Neuron","177","177","177","177"
"Oligodendrocytes","152","152","152","152"
"Endothelia","117","117","117","117"
"","CategoryHitsInDataSet(Unadj)","CategoryHitsInDataSet(Unadj)","CategoryHitsInDataSet(Unadj)","CategoryHitsInDataSet(Unadj)"
"","218","218","218","218"
"","153","153","153","153"
"","177","177","177","177"
"","152","152","152","152"
"","117","117","117","117"
"","OverlappedGeneLists","OverlappedGeneLists","OverlappedGeneLists","OverlappedGeneLists"
"Astrocytes","ACSL6;B4GAT1;CPT1A;EGFR;FBXO2;PBXIP1;PFKM;PLXNB1;PON2;PRKDC;PTPRA;RCN2;SH3BGRL2;SORL1","ABAT;ACAA2;ACADM;ACADVL;ACOT1;ACOX1;ACSBG1;ACSS1;AK4;ALDH5A1;ALDH6A1;ALDOC;ALPL;APPL2;ASS1;C4A;CAMK2G;CAPNS1;CAT;CD38;CD44;CDC42EP4;CDH2;CLU;CMBL;CNN3;COX6B1;CPE;CSRP1;CTNND2;DAAM2;DAG1;DBI;DCLK2;DECR1;ECHDC1;ENTPD2;ETFA;ETFDH;EZR;F3;FABP5;FLNC;FLOT2;GFAP;GJA1;GLUL;GPD2;GSTM3;HADH;HADHA;HEPACAM;HSDL2;IGSF1;IMMT;ITGA2;ITGA6;ITGA7;ITPKB;JAM2;KCNN3;LGALSL;MAOB;MAP2;MFGE8;MLC1;MYH11;MYO6;NADK2;NQO1;PACSIN3;PARVA;PC;PDGFRB;PDLIM5;PLD2;PRDX6;PRODH;SCP2;SFXN1;SFXN5;SLC14A1;SLC15A2;SLC1A2;SLC1A3;SLC25A18;SLC39A12;SLC7A11;SLC9A3R1;SNTB1;SORCS2;SPARCL1;STON2;TAGLN;TNC;TST;VCL","A2M;ACTR3B;ADD3;AGRN;AGT;ALDH1A1;ALDH1L1;ALDH4A1;ALDH7A1;ANK2;AQP4;ARHGEF12;ATP2B4;BAG3;BDH2;CAP2;CASKIN1;CKAP5;CNTFR;CORO2B;CPM;CRYM;DCLK1;DCTN1;ECH1;GABBR1;GABBR2;GPM6A;GRM3;HSPA2;LAMA2;MAP4;PHGDH;PHYHIPL;PLEC;PLXNC1;RFTN2;RGS7;SEPTIN11;SLC4A4;SORBS1;TBCE;TOM1L2;TPBG;TSPAN7;TTYH3","ADK;NCAN;SLC6A17"
"Microglia","ABHD12;ASPH;BLVRB;CD163;COMT;EHD1;ERP29;GNPDA1;ITGB3;LDHB;METTL7A;MLEC;MYH9;MYO1C;NPC2;PFN1;PLXNB2;PTPRC;PYGL;RFTN1;RPL3;SNX5;TGFBI","ABHD14B;ANXA4;ARHGDIB;ARPC5;BIN1;CD14;CLIC1;COL6A3;CRYL1;CTSD;CTSH;CYB5R1;CYBB;CYFIP1;DCXR;DPP7;EFHD2;ENPP4;ENTPD1;ERAP1;F13A1;FTL;GATM;GBA;GGT5;GLUL;GMPR;GRN;H6PD;ICAM1;IDH2;ITGA6;ITGAM;ITGAX;ITGB2;ITGB5;LAMP2;LGALS1;LGALS3;LTF;MPI;MRC1;MSN;NMT1;NT5E;PLXDC2;PNP;PPT1;PSME2;RENBP;RNPEP;SIAE;SLC2A5;SLC44A2;SORD;STAB1;TLN1;TPD52;TPP1;VWA5A","AP1B1;ARHGDIA;C3;CNDP2;CORO1A;COTL1;CTSB;EPN1;FSCN1;GDA;GPX1;GRB2;HPRT1;LASP1;LCP1;LGALS3BP;MAP1S;MROH1;MVP;PDXK;PNPO;PSAP;PTPRJ;QPRT;RAB35;RHOB;RHOG;SERPINB1;STXBP5;TUBA4A;TWF2;YKT6","ATP6V1F;CAP1;CLTA;PTGDS"
