"","kMEgreen","kMEturquoise","kMEblack","kMEpink","kMEgrey"
"DDOST",0.896411399612641,0.868772051314152,-0.565120395740971,-0.443028138195172,0.383849218943901
"DDT",-0.211792545651855,-0.262670554370184,0.258139381213927,0.276839005802039,-0.165237867641698
"DDX1",0.0644485185344549,-0.293626393143242,0.657605990090622,0.529425625710769,0.51492190864306
"DDX39B",0.437770700505052,0.162752791833912,0.0434158892321766,0.445934955993907,0.417397715205457
"DDX3X",0.644914935098594,0.802078319423328,-0.629166981807446,-0.237064209921478,0.13559774957542
"DECR1",0.474343530147751,0.825955808162418,-0.770035533026231,-0.572165781145234,-0.100950955716276
"DENR",-0.506455527070196,-0.559053850747037,0.796625534174876,0.316853434565631,0.229039733698635
"DFNA5",0.565219668053665,0.678309442053601,-0.1968649488378,-0.00642732216133186,0.563775001090559
"DHRS11",-0.419348625321926,-0.375762802991331,0.397238633558821,0.0437271913837227,-0.00756959843208898
"DHRS7",0.91882967994625,0.694905814711304,-0.417229013154243,-0.149479052851599,0.463155147587503
"DIABLO",0.755064255921326,0.844564046279532,-0.494992382158328,-0.186919170313471,0.441338094460405
"DIP2B",-0.252687908785861,-0.316705875638407,0.063987157171212,0.316026498896815,-0.1188209489556
"DIRAS2",-0.294831846636094,-0.401685424197037,0.814530112153362,0.374374606327807,0.518803919999623
"DKK3",0.602051976064283,0.512195419401652,-0.693736291979665,-0.0244750301070245,-0.278803348388026
"DLAT",0.632968795391567,0.821884212123401,-0.599347730654799,-0.164091973110862,0.185073805238433
"DLD",0.448865409167118,0.811912200941514,-0.706722956787932,-0.495931349209211,0.0315843998166985
"DLG1",-0.1663371332785,-0.424042014882942,0.766020188307244,0.372937974133004,0.490583260942949
"DLG2",-0.729454974357351,-0.894718322225788,0.894897820695591,0.617879614911056,0.0356522402166723
"DLG3",-0.58782571568056,-0.656106021148155,0.926116416063444,0.4938682390952,0.341133431999377
"DLG4",-0.558378888082918,-0.747821388015224,0.936379462466496,0.609064392986674,0.313921418024507
"DLST",0.472105935594405,0.760672314892668,-0.712035272029512,-0.377670735537256,-0.102791112275259
"DMD",0.41473747005368,0.33736085332252,-0.173233334740875,0.483174298456322,0.221068480316888
"DMTN",-0.523118324389263,-0.575590757614017,0.789189459110222,0.323997002111776,0.186060436080669
"DMXL2",-0.417860584869933,-0.56474368756487,0.920171116692021,0.535402035927615,0.459436858340295
"DNAJA1",0.130843365209397,0.185592927214493,0.0822739292823768,-0.370781194822474,0.361544586776407
"DNAJA2",-0.132261097092609,-0.227356853911934,0.451317184401651,0.284822718306789,0.347718071741572
"DNAJB1",-0.478199880754388,-0.624626430295705,0.693665966053221,0.480348099538301,0.0405145784141037
"DNAJB2",-0.49641275601749,-0.567517169727249,0.770585325973736,0.580957760198861,0.227669422439992
"DNAJC5",-0.51247468658752,-0.700686628128063,0.797130356172642,0.801465702225561,0.239031090984255
"DNAJC6",-0.414532821739752,-0.593770304583631,0.934025905748138,0.563923252791107,0.464236972552192
"DNM1",-0.472467215064437,-0.6259561354701,0.947828658226352,0.603321749070544,0.462002944345386
"DNM1L",-0.526208032975094,-0.72149709075853,0.969052519492801,0.681629553036091,0.373654936055248
"DNM3",-0.337995113784675,-0.531888855468756,0.828938389807415,0.63073177273356,0.453091009041835
"DNPEP",0.720521256848355,0.860573608414434,-0.733650954857569,-0.307694849418038,0.163680692934357
"DPP10",-0.740445626897538,-0.84834592906704,0.900178734392658,0.636098042475495,0.0780664594512384
"DPP3",-0.350460459830307,-0.281768195929871,-0.207899641019922,-0.267193309406203,-0.752352838130921
"DPP6",-0.731836735764241,-0.839966565120952,0.934174794625631,0.556655022525179,0.115470920825423
"DPP7",0.678230498529949,0.906403474456581,-0.788538261156412,-0.562584626522946,0.0893672076135503
"DPYSL2",-0.869526357556624,-0.823217243530718,0.487368781076106,0.197774665101127,-0.497680738232497
"DPYSL3",0.592470002048598,0.680582590314044,-0.589271562057328,-0.629126064595582,-0.00592127087899526
"DPYSL4",-0.679569203356526,-0.754129121309538,0.846766881653539,0.525645725628222,0.104594213753311
"DPYSL5",-0.274498593499219,0.0465989495722,0.214209768815116,0.097012529641784,0.233988055594094
"DSC1",-0.0211958695760233,-0.0654040262891604,-0.0755595953364802,-0.0924629103687762,-0.313347272028512
"DSG1",-0.0228123635812136,-0.0709282194003348,-0.101341163367641,-0.0835921971635517,-0.34739889913526
"DSP",0.0730336150590543,0.0111192544044607,-0.14970394602667,-0.0295168232090733,-0.30937143329112
"DST",0.113692079229093,0.120344336722121,0.106217397897081,-0.191507532061165,0.354251079307939
"DSTN",-0.213592954501478,-0.361319974008422,0.756737151593151,0.445265317254099,0.495234216908216
"DTNA",0.448157380941249,0.335914626338206,-0.528594524510209,-0.0295170104770256,-0.137645810640739
"DUSP3",-0.337645375340891,-0.498333459949013,0.71572033197293,0.47916160796342,0.308589579793255
"DYNC1H1",0.152313715305434,-0.133343833622562,0.543730584056934,0.544725504220877,0.635156056188968
"DYNC1I1",-0.482049909461476,-0.68786870918199,0.814439670217757,0.585065063512145,0.227546450887837
"DYNC1I2",0.606027542020628,0.294427847735781,-0.229724708749494,0.080649535666651,0.137573844981701
"DYNC1LI1",-0.214653063189629,-0.470042172899715,0.831624617103601,0.512716677825881,0.535898236926917
"DYNC1LI2",0.592973005937549,0.425896629972362,-0.0384873088407674,0.181250636307274,0.587957470768084
"ECE1",0.752504811331065,0.987520177457476,-0.675851658028631,-0.532245443419312,0.347392033636204
"ECH1",0.506100974015336,0.78728804464316,-0.830877602693976,-0.568486813278424,-0.122308138366097
"ECHDC1",0.879630839678904,0.935623839285129,-0.693919126876055,-0.398713825689679,0.329999527714743
"ECHS1",0.372933778819836,0.755783949312894,-0.760721209587046,-0.388592012626226,-0.120368980153311
"EEA1",0.14364003667876,0.14831924941433,-0.407580823814596,0.185157247318877,-0.458238627237321
"EEF1A1",0.643546853245413,0.641998218972614,-0.441991159799691,0.0501038470939262,0.267103442250652
"EEF1A2",-0.622315691375064,-0.775858835188717,0.797821238153294,0.794977242279063,0.0663500133726631
"EEF1B2",-0.137719809147955,-0.37875827262345,0.508928001643398,0.555381449758318,0.195692638177825
"EEF1D",0.182182241161172,0.0810031292765233,-0.0924844148985007,-0.0962626107542778,0.111285851149121
"EEF1G",-0.513852579272986,-0.570482701125867,0.438310907664541,0.430392069450211,-0.0937079751808517
"EEF2",0.489741609030072,0.572412106066891,-0.158090403545076,-0.122610516005199,0.474727808603271
"EFEMP1",0.773435634723626,0.966963954389122,-0.648386365471977,-0.513985098156033,0.37744926560957
"EFHD2",-0.813849248495919,-0.84842643856513,0.679655247071142,0.342468184118294,-0.279760118375732
"EFR3B",-0.285297310780588,-0.371438254450748,0.789859532579533,0.383675652871752,0.548579622793489
"EGFR",0.787922643873437,0.63361525760601,-0.574254351975513,-0.469641284876818,0.108846127957676
"EHD1",0.668982531722657,0.5719649648945,-0.289005983898204,-0.109622392916376,0.468371610003186
"EHD2",0.602723079624114,0.680984647394099,-0.341746558260632,-0.0877853866311908,0.396161271474711
"EHD3",-0.285055011139446,-0.535681544331753,0.875388330900864,0.642351012896764,0.495847256605716
"EIF2S1",0.162149088258924,0.322954451042111,-0.343386640764125,-0.0899946263908163,-0.193142224701293
"EIF2S3",-0.780685432116922,-0.502499256058243,0.276669178850482,0.0717534374731723,-0.343396569566859
"EIF3A",0.815920239385821,0.823506003074191,-0.570154129578155,-0.0513820821929813,0.335687533686763
"EIF3B",0.149674634620034,0.289645419324518,-0.299917953569278,-0.132969970005042,0.094793068430739
"EIF3C",0.684784726816297,0.585011850048065,-0.133668419104967,0.150568344402631,0.642690130957481
"EIF3F",0.536831915158717,0.702854651840219,-0.532540029280428,-0.429991489660998,0.248261351743516
"EIF3I",0.597071110851349,0.824328546050897,-0.622048861950668,-0.517064269711191,0.280756586594988
"EIF3L",0.40079981551882,0.395710257257384,-0.191474109608922,0.300511618021062,0.32557624452918
"EIF4A2",0.245488205057104,0.168453959664089,0.153915357453318,0.59969812109224,0.477585562386363
"EIF4B",-0.526244996436065,-0.692902588808938,0.483959993041287,0.426559099383549,-0.307651336457823
"EIF5",0.344049376419713,0.35503790259976,0.289041317210797,0.181595146469862,0.803456885679143
"EIF5A",0.231027453765188,-0.165902857891857,0.518705429081486,0.464026975046266,0.601550403903545
"EMC1",0.943421125820885,0.869418235549938,-0.569323212965869,-0.406940065899887,0.410809696583506
"EML2",0.312299576887872,0.411096821337971,-0.605006365977429,-0.61172537959436,-0.177693043901093
"ENAH",0.7135164212576,0.834502837182263,-0.827044293989432,-0.608008041886725,-0.0347652544134887
"ENDOD1",0.915710559566335,0.552944922000959,-0.389976314260612,-0.159124721540703,0.390830851563506
"ENG",0.694002075307371,0.758798925281488,-0.546470682820829,-0.446602865436161,0.262588820290786
"ENO1",0.451030882921996,0.655520594986019,-0.605381870893326,-0.61977617763537,0.117885361195382
"ENO2",-0.818907755614159,-0.909055080841781,0.536002780247755,0.359557672030927,-0.467026228416237
"ENOPH1",-0.347533654328612,-0.626033498656991,0.318817849346899,0.348597596113264,-0.257128906770008
"ENPP4",0.5730087184774,0.618919970113022,-0.386181085282434,-0.0702716801359807,0.190108138223334
"ENPP6",0.656268382288124,0.63569215740679,-0.692343734264313,-0.441468142656537,0.0329026599955543
"ENSA",-0.710255027000501,-0.849168610379206,0.684877411325638,0.435103066477967,-0.224655395078731
"ENTPD1",0.753101139246681,0.937213204482545,-0.690526016165003,-0.350865535210929,0.263649350442158
"ENTPD2",0.898507396201067,0.906874941908688,-0.672914825069999,-0.473647222378525,0.332244576805528
"ENTPD3",-0.187738501789121,-0.236002596182643,0.23317197615498,0.261223482982768,0.129322123015534
"EPB41L1",-0.122253050856564,-0.394606671395097,0.782468440510015,0.57702979424151,0.632437474829388
"EPB41L2",0.850833367120846,0.624624378741877,-0.661441381915872,-0.315716244358855,0.0589855811852954
"EPB41L3",-0.269898119138825,-0.539925041894178,0.807277199272646,0.565239900941956,0.409977639666088
"EPDR1",-0.143603838032375,-0.252958380048113,-0.168713207311426,0.107478453571599,-0.515841967620491
"EPHA4",-0.670881013050234,-0.773806351579934,0.938712632088136,0.502548329696517,0.261180707546995
"EPHB2",-0.271235245937443,-0.350956386864896,0.738435059073792,0.325009053271847,0.470378917676914
"EPHX1",0.964997773624991,0.757354444104712,-0.606836034381345,-0.327987763524906,0.335263953016473
"EPHX2",0.156222634393203,0.310069920920011,-0.445483839292091,-0.443815875532951,-0.377131254369113
"EPN1",-0.581498855360816,-0.788907646296006,0.892931239229944,0.533598232206638,0.159877269965431
"EPRS",-0.463985718013044,-0.364120595366258,-0.0115132797001273,0.0366313951925206,-0.470818665073933
"EPS15",0.569855796076782,0.563014977637609,-0.636993881221357,-0.551152331377677,-0.172056694555189
"EPS15L1",-0.675004536813177,-0.693824045992919,0.716073226278262,0.227527005542774,0.0167122399387902
"ERAP1",0.872926139028706,0.884605776297744,-0.650665137553678,-0.499530613518509,0.376859791031512
"ERBB2IP",0.664630838757862,0.869322353805036,-0.58671986623787,-0.472976895846977,0.374639592039638
"ERGIC1",0.879744073412444,0.889338941607801,-0.582577496324425,-0.461050050275302,0.394860924852824
"ERLIN2",0.891634922628559,0.953321587905859,-0.687047004763,-0.420743637774965,0.372844879206865
"ERO1L",0.89159227648328,0.748483367992857,-0.572261565303281,-0.291792773734638,0.236814624488178
"ERP29",0.921982218114601,0.652988750694603,-0.550131555149669,-0.396679377576214,0.206491961911275
"ERP44",0.894784880049604,0.703890701028409,-0.567263374790565,-0.247864646127016,0.227899812940493
"ESD",0.442301299361796,0.771943438212791,-0.829088473108398,-0.680881350107905,-0.162267529107923
"ESYT1",-0.237259270607301,-0.398164332635942,0.701497748066678,0.378382999538144,0.452097047900866
"ETF1",-0.300917931280518,-0.370080293433099,0.471473706820257,0.507337231192549,0.200656709493002
"ETFA",0.185331322806708,0.61396960549591,-0.704902640610424,-0.54474875209715,-0.318618869658082
"ETFB",0.303693850545992,0.641457390763193,-0.807302743185041,-0.474625408776417,-0.280102181282849
"ETFDH",0.679287254683072,0.959025726589706,-0.616848438035845,-0.472924257583118,0.332295042194867
"EXOC4",0.267870944080117,0.228022255405602,0.320744631931335,0.351669750163123,0.66602961606363
"EZR",0.796846349655676,0.911296242981375,-0.778424887676531,-0.557935125374707,0.110816245021474
"F13A1",0.47174163595623,0.502183606443877,-0.455560371771823,-0.349514681290293,0.130357852334549
"F3",0.740876924420289,0.72353065054471,-0.52069179694205,-0.202192353144058,0.397983223766234
"FABP3",-0.797897519434478,-0.864713944860442,0.736279450712434,0.319046632535685,-0.219755855132736
"FABP5",0.775681124027683,0.79806170971569,-0.713966401880073,-0.673665867919908,0.0773871120629919
"FABP7",0.0802839590683134,0.137464710416869,-0.0447012142350114,-0.203118245032756,0.0442182443086566
"FAH",0.669287588356172,0.827591074886171,-0.791950613262691,-0.60726387367397,0.0551759782070321
"FAHD2A",0.657885857755604,0.908323930058364,-0.735317908349617,-0.61119349519843,0.121334635794739
"FAM126B",-0.289662828908786,-0.367313434452713,0.79066392486478,0.377689877924325,0.548559606266225
"FAM129A",0.647043605736156,0.776608169587019,-0.561049995765175,-0.449585858356991,0.252408020898102
"FAM171A1",0.382337712089574,0.6561564385809,-0.586383698735974,-0.189444346153785,0.00962269012765318
"FAM213A",0.937644896546689,0.792713784336509,-0.589711694255593,-0.33001830315378,0.337502307997613
"FAM49A",-0.0818777282958255,-0.269538178450549,0.744083873042046,0.57457081197274,0.607898065776374
"FAM49B",-0.50976527285626,-0.603638014872908,0.794496717419509,0.329206684044742,0.158692714125872
"FARP1",0.287430604685356,0.679753666106041,-0.766170703966075,-0.266802674415878,-0.253736628799876
"FARSB",-0.121130516228489,-0.306696315421284,0.600558237900307,0.882634534761697,0.38601871324691
"FASN",-0.252106421688762,-0.552921547114705,0.851701437335582,0.656933333268687,0.461217282525861
"FBLN1",0.656167991467537,0.92866670414636,-0.586386218804246,-0.45892715990778,0.371625062018358
"FBN1",0.781490315203605,0.777463239165173,-0.561209301480082,-0.428550115626577,0.30447051723132
"FBXL20",-0.488441745832946,-0.416884202374267,0.43365380819709,0.0335739849195148,0.0826625954517626
"FBXO2",0.698987013445451,0.441672602713464,-0.266713307475566,-0.00755765796407614,0.368983548294878
"FCGBP",0.193602154055533,0.275769088374754,-0.447909143637066,-0.293527411027085,-0.126173651180363
"FCGR1A",-0.0577016172485957,0.10404692991966,-0.201778776122986,-0.228656828121158,0.000609475746659392
"FDPS",-0.608166359332681,-0.510728045062247,0.256763550416807,-0.0639145748310835,-0.421507947448769
"FERMT2",0.81536696342447,0.92839864905972,-0.792259917585075,-0.535805536841347,0.165555196042637
"FGA",0.706639579716743,0.490463762588076,-0.627796059238284,-0.301313373536163,-0.0797908680663472
"FGB",0.651041235644209,0.39228313144486,-0.56708085172542,-0.28940887089272,-0.109280804548408
"FGF1",0.39540560603653,0.454904967343722,-0.516656544212662,-0.586235545205585,-0.128392864168815
"FGG",0.678195667533517,0.392203370062617,-0.527950827112454,-0.314902572754239,-0.0881576038133175
"FH",-0.671210081859463,-0.59294368668663,0.714558751763784,0.193523140974797,0.0978273699958854
"FHL1",0.721691266924382,0.633132259121335,-0.314125847759658,-0.409139252051832,0.379935561416435
"FIBP",-0.10660103884317,-0.257452677183483,0.748678879435003,0.406249182519758,0.616250174173423
"FIS1",0.0438995572241827,-0.0120773070284736,-0.225718491820318,0.045472889481266,-0.414831521819365
"FKBP1A",-0.789967331721805,-0.854296966902296,0.673752095957325,0.440465383624242,-0.335985845646827
"FKBP2",0.95568423628905,0.735359589639549,-0.5534207557755,-0.435841669418598,0.340748763399579
"FKBP3",-0.495681144580211,-0.651720788065181,0.37887719715052,0.270961168752786,-0.403089404498757
"FKBP4",-0.543550319507952,-0.749277329089002,0.743188644869509,0.503296266105438,0.0797614341590415
"FLNA",0.829362349056507,0.975698225611588,-0.788442753150776,-0.569559641436089,0.230332629086469
"FLNB",0.827787860930917,0.809175776939195,-0.875097867539558,-0.528290858367027,-0.0556068515507572
"FLNC",0.64532749948345,0.83933567528113,-0.653077314275032,-0.546290145913094,0.258155212783567
"FLOT1",-0.622498658191384,-0.745531588528218,0.518840419839732,0.752709029654432,-0.263058536732107
"FLOT2",-0.599191466037126,-0.757738201890274,0.593801970343924,0.756177568623378,-0.157653651467637
"FMN2",0.212674416183437,0.210730004460498,0.249818503991754,-0.20345851389453,0.573432850441069
"FMNL2",0.543278479145196,0.245732615258079,-0.0258774974819569,0.132103815776605,0.515682113298688
"FN3K",0.154938101690196,0.087843045263308,-0.0784030635624786,0.254265648254016,0.102268576048155
"FN3KRP",0.213616065942751,-0.0998142700860175,0.354059027395557,0.428163822344559,0.438366645242977
"FNTA",0.607625296540947,0.647721093700077,-0.506328978855925,-0.357116047313154,0.245431166326399
"FOLR2",0.655162049438947,0.880440955851345,-0.591550830413537,-0.469686766160714,0.37121087351485
"FRMD5",0.542362556232795,0.696523231416279,-0.528302772497192,-0.423901632575403,0.273935083369462
"FRRS1L",-0.566946042863615,-0.539718811216192,0.629712727800432,0.279911066185686,0.0386284774730185
"FSCN1",-0.712511358101767,-0.881927592499338,0.875678535807802,0.597532997551665,-0.028619024399578
"FSD1",-0.311842095323122,-0.415038024512509,0.859611397008013,0.410078075354138,0.577205911454201
"FTH1",0.481450322489122,0.577138986760891,-0.788193840732999,-0.179585453937528,-0.322513140292262
"FTL",0.758328128932926,0.93144885423443,-0.785787510157037,-0.506441560517141,0.184327398918148
"FYN",-0.358535643797983,-0.593146238186318,0.810241199080674,0.47247707327597,0.378590104688198
"G6PD",0.51569788004744,0.385374690200928,-0.430998878401962,-0.301658284660776,0.0630384234210857
"GAA",0.835813195837216,0.857742990525344,-0.741916957477054,-0.436015352236565,0.169708053045608
"GABARAPL2",-0.667865247966381,-0.756252203619263,0.408082923463344,0.298441567180517,-0.467883280489946
"GABBR1",-0.697285860843943,-0.733497182207815,0.874450970418545,0.502562106723864,0.144602889710861
"GABBR2",-0.63153739278154,-0.631240300794461,0.839599746398989,0.416617263612799,0.203504227734437
"GABRA1",-0.273169209750298,-0.432429953911842,0.0508396691715258,0.315358572903266,-0.512297137229329
"GABRB2",-0.515989520022101,-0.627822431293487,0.320820691062487,0.251619602727875,-0.361840597446668
"GAD2",-0.137252231494516,-0.118968717281936,0.497038860018724,0.21437191361536,0.463855184332783
"GALK1",0.808028761670875,0.935151997531853,-0.619945278400122,-0.492549332051994,0.403344687301794
"GANAB",0.981106290924514,0.816531335121526,-0.620218979543781,-0.361481027490215,0.32002050553136
"GAP43",-0.790359971757821,-0.87403309296842,0.753028453918704,0.406752458459794,-0.108043630507964
"GAPDH",-0.567608911378688,-0.403988421577252,-0.0661832076337387,-0.0325145374015647,-0.578496976591855
"GARS",-0.690338573173381,-0.745592141488597,0.503526966217056,0.521967009887121,-0.279218676960496
"GAS7",-0.483432036867471,-0.603679305554458,0.885063134951208,0.543335636353032,0.469298247775992
"GATM",0.705355631853393,0.952255661800122,-0.730558334625254,-0.599492328576139,0.185737386158218
"GBA",0.396836845670948,0.745359243210269,-0.461114298834814,-0.374702175796517,0.221707203560276
"GBAS",0.485176728238457,0.871089034387695,-0.624572984284927,-0.462318240303341,0.154597925947088
"GBP1",0.805305531292837,0.955916108663644,-0.700741658166471,-0.564315369693784,0.339530153134205
"GCA",0.445024545298632,0.0475364402107322,0.0697844617739411,0.345783324217357,0.246268632035168
"GCLC",0.449604726518125,0.24335036148839,0.183466403874876,0.351709654193407,0.601273328276769
"GDA",-0.738833465095236,-0.832124189168076,0.785901653267051,0.422038612011857,-0.0701682465400301
"GDI1",-0.798805819527994,-0.852516469847053,0.661704272687659,0.189249656982114,-0.286515003463038
"GDI2",-0.670306879113079,-0.642356563582299,0.442265017009532,0.0617674585091644,-0.281157852189588
"GFAP",0.895637052514566,0.830930915290039,-0.565057905704124,-0.435221548220307,0.379561890674023
"GGCT",-0.693269862632391,-0.732431369183394,0.589829783917113,0.240277495986518,-0.29543956847922
"GGH",-0.184160540071452,0.116822107707422,-0.296702905498478,-0.206674453174246,-0.430214479917591
"GGT1",0.719164319769303,0.930342677898096,-0.697909964050986,-0.564910226360053,0.309157251432873
"GGT5",0.652750522311893,0.885876478357207,-0.726916695490764,-0.57978940928772,0.220111249908412
"GGT7",-0.361155105903652,-0.522071352913666,0.739745295787295,0.657983640414505,0.211287376369582
"GIT1",-0.505621877397363,-0.559395205506449,0.925374006700381,0.494233577367202,0.444283329698078
"GJA1",0.739464680976882,0.957868877259144,-0.714255843479548,-0.55766715297946,0.262705522806993
"GLG1",0.910708616032268,0.835703911327225,-0.639206255164991,-0.361566170949744,0.268041167978806
"GLIPR2",0.748781576850446,0.79056387252037,-0.665105068248919,-0.453549650827512,0.223557788365846
"GLO1",-0.0872389173696564,-0.0439228449906384,-0.100151473595108,-0.319753329798426,-0.388882751976375
"GLOD4",-0.272589999100176,-0.240041579974173,-0.0077091959444415,-0.189988276059837,-0.281095951055715
"GLTP",-0.0381621978233898,-0.0257591237601863,-0.179822544907728,0.205987948567049,-0.318319814316533
"GLUD1",0.350799300775762,0.672749096525154,-0.628166191094431,-0.0793402403844636,-0.0527318851953588
"GLUL",-0.669023902530401,-0.752334094482537,0.574013329686751,0.380798157033209,-0.28534000386608
"GMFB",-0.355615145522024,-0.333378497480422,0.180087517915279,-0.0382121880964366,-0.246724273475059
"GMPPB",-0.260128395666886,-0.201766906884975,0.243059198344035,0.198294476010003,-0.118383976074293
"GMPR",0.871628366278736,0.946301593867774,-0.671516136677911,-0.527873172632091,0.337223156329908
"GMPR2",-0.236481494932665,0.0248128781421765,-0.411534042304686,-0.496156338359906,-0.545183720427182
"GMPS",-0.528978710118194,-0.706958048351187,0.910756683335232,0.639618156841882,0.357243588895741
"GNA11",0.68779470137897,0.337999969874613,-0.0910629024626526,0.0568949086114467,0.530961019183388
"GNA13",0.853861205237545,0.573922389825373,-0.480345607469496,-0.150887496521168,0.320841362715253
"GNAI1",-0.731259365132595,-0.830257542473896,0.826500861097969,0.512087757643638,0.0178169559763211
"GNAI2",0.597457747088103,0.557507945774556,-0.284773471888156,-0.297777211447255,0.495507795632319
"GNAI3",0.797310111111827,0.904167355049569,-0.738681415208682,-0.618866170792637,0.266709497526408
"GNAO1",-0.710741507792377,-0.756211684638162,0.704155644176501,0.403644828752167,-0.014960476026665
"GNAQ",-0.0727201865088243,-0.374239926520835,0.374770050177156,0.5525926017284,0.1994111438985
"GNAS",0.583875713763003,0.769404213819771,-0.601101219230514,-0.403521932696013,0.25026373288435
"GNAZ",-0.379123931953135,-0.594199373344722,0.947210427836351,0.608329667733826,0.524247660542581
"GNB1",-0.634357076856689,-0.707464138884772,0.609914535222225,0.309265712135578,-0.0301320418802399
"GNB2",0.10687200571603,-0.360120384142774,0.674189746532956,0.593417203130146,0.568913709536784
"GNB2L1",0.375529287801429,0.599271694288158,-0.445247576153767,-0.388252123635766,0.225835204572149
"GNB4",0.634498749010928,0.579216254373333,-0.266157000764731,-0.300164342243986,0.483902716672077
"GNB5",-0.618004211009618,-0.710822552875596,0.858410188730682,0.390839944630145,0.266070025582615
"GNG12",0.736215455610611,0.839183995757681,-0.73074680291869,-0.565822842807764,0.214288046855997
"GNG2",-0.402108968052847,-0.398524719476028,0.583522071759247,0.16434415556013,0.189852065966713
"GNG4",0.0599667718053437,-0.0189978905217482,0.384327263557969,-0.0906788150233884,0.442718979725988
"GNG7",-0.399015111655711,-0.401100567492988,0.652173802267249,0.432265630695406,0.395238639380201
"GNL1",-0.0755992305738621,-0.0932479658025366,0.60792154609036,0.65674101330339,0.620779232257708
"GNPDA1",-0.618439025460287,-0.541130259315039,0.196104919809537,0.250812098134499,-0.556838329586673
"GNPDA2",-0.540425072894304,-0.33836918251177,-0.101651354331682,0.0373243999423834,-0.74402212371139
"GOLIM4",0.599292973453912,0.8535299544588,-0.545503014627232,-0.433162368037147,0.35066838126228
"GOT1",-0.856345819764749,-0.85853671773145,0.545214773658852,0.192882012605828,-0.41821565872307
"GOT2",-0.013329776536701,0.406041571443038,-0.596326506845582,-0.417413768022082,-0.298818885046486
"GPD1",0.363520861376684,0.634864577324449,-0.350998569259285,-0.218648561834372,0.353221685046398
"GPD1L",-0.762185686660534,-0.701095637259492,0.704660744172512,0.400567617364283,-0.0778523773547825
"GPD2",0.638258327074529,0.939849370640792,-0.645304654584315,-0.445479337682302,0.270434336669842
"GPHN",-0.685998216689805,-0.711022863700223,0.479556204010844,0.461739600023434,-0.34265232046704
"GPI",-0.599120277077792,-0.774879043510622,0.871548719727313,0.578129673197021,0.171998659442604
"GPM6A",-0.683336905620867,-0.608333994430917,0.545827835030834,0.289346094244227,-0.0515420245631886
"GPM6B",0.311948446047705,0.422975316712534,-0.546061417770871,-0.261301038777897,-0.14509085057596
"GPR158",-0.538923458017368,-0.630381729520636,0.898648270237131,0.466512410019439,0.364111121586498
"GPR37L1",0.17108456326212,0.242759650250162,-0.329981010285155,0.148960847051428,-0.0438956969276555
"GPRIN1",-0.667591006830461,-0.755307473310308,0.805105084422116,0.470043518726995,-0.00075702650756182
"GPS1",-0.525179715021906,-0.653157431720749,0.864143432115663,0.706601747279334,0.230797042958689
"GPX1",0.581352879622591,0.779617488737853,-0.850716650864995,-0.689801432566233,-0.137158311646437
"GPX4",0.322667346675835,0.618790072011012,-0.608235732350907,-0.395663900285837,-0.0217278154971457
"GRB2",-0.236703423196613,-0.573523961645171,0.626039048990646,0.279089637919169,0.0952979869577317
"GRHPR",0.362801777551486,0.641679283189137,-0.787482342378562,-0.56160259996053,-0.282428128905768
"GRIA2",-0.403298662258037,-0.330205191966247,0.225116364827095,-0.129130143435061,-0.132514767201429
"GRM2",-0.606158774792144,-0.647691258460736,0.892257301512761,0.528373740889091,0.310401122395906
"GRM3",-0.511247870282318,-0.574710764009095,0.884670531784161,0.564730141422638,0.381180520064981
"GRM5",-0.247931084165745,-0.22898605909697,0.0896917744909441,0.178973776529294,-0.186104638992913
"GRN",0.783861317298009,0.977794561036901,-0.693522333300936,-0.549609786463175,0.331984166410242
"GSK3A",-0.528616553354349,-0.586689199861606,0.759168046561843,0.654673687002071,0.194956891893934
"GSPT1",-0.409168417611877,-0.667930251098664,0.801599022803653,0.665534215011974,0.179640112728051
"GSR",0.481225523053272,0.797828455073354,-0.797076721683885,-0.674597568833537,-0.0230474248837913
"GSS",-0.721898362475571,-0.559836595031137,0.394500652824554,0.0661234554764056,-0.187240052039111
"GSTM1",0.134599447613296,0.360965393671998,-0.106735891536899,-0.0842118202725152,0.350243202696478
"GSTM2",0.813637849384169,0.947535727208772,-0.713347057220022,-0.520199477072897,0.275576936707328
"GSTM3",0.717715032821523,0.787055639825167,-0.409381735031858,-0.0248823221173067,0.446007504504604
"GSTM5",0.237709578514565,0.258643251719807,0.0258335947650921,0.081480829786256,0.40089733868439
"GSTO1",-0.495056864413695,-0.534015711503776,0.214228843929863,0.0918969323382657,-0.412144466100238
"GSTP1",0.644956134420901,0.741310419551003,-0.805823326867436,-0.673963108684133,-0.0533326028882546
"GSTT2B",-0.0141715911995876,-0.147088781311823,0.122352962027187,-0.0758387698830487,0.0607463153977521
"GUCY1B3",-0.437866509172878,-0.470001678639259,0.731071062811063,0.460079010901022,0.253730858031846
"GUK1",0.177717388119867,0.167567010567158,0.356399989671159,0.386303818809348,0.687601085297551
"GYG1",0.373092913051628,0.704246368953286,-0.622511524218064,-0.444972815415642,-0.108351765689651
"H6PD",0.862589799199256,0.864051629848744,-0.586279393698004,-0.467525433528641,0.38979158896259
"HADH",0.575278373858572,0.90642585318901,-0.718647986987147,-0.565527004839948,0.140030291425
"HADHA",0.639533710090642,0.939581440448417,-0.638075158367298,-0.402516778611611,0.26793159218312
