"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Module"
"DOID:0112202","developmental and epileptic encephalopathy","23/335","138/7865",0.166666666666667,3.91293532338308,7.28134479705735,1.47315153135546e-08,1.1078099515793e-05,1.04361155852866e-05,"AP3B2/CPLX1/CYFIP2/DMXL2/DNM1/DNM3/EEF1A2/FRRS1L/GABBR2/GNAO1/GOT2/MDH2/NAPB/NECAP1/NSF/PHACTR1/PLCB1/PPP3CA/SCN2A/STXBP1/SYNJ1/TBC1D24/YWHAG",23,"black"
"DOID:0050701","electroclinical syndrome","26/335","194/7865",0.134020618556701,3.146484074473,6.38482814270624,1.68496291210961e-07,6.33546054953213e-05,5.9683159992093e-05,"AP3B2/CFL1/CPLX1/CYFIP2/DMXL2/DNM1/DNM3/EEF1A2/FRRS1L/GABBR2/GLUD1/GNAO1/GOT2/MDH2/NAPB/NECAP1/NSF/PHACTR1/PLCB1/PPP3CA/SCN2A/STXBP1/SYNJ1/TBC1D24/YWHAG/YWHAZ",26,"black"
"DOID:680","tauopathy","41/335","418/7865",0.0980861244019139,2.30282796543598,5.77339409913905,3.70548718321427e-07,9.28842120592376e-05,8.75015043615159e-05,"A2M/ADAM10/AGT/ALDH2/ANK2/AQP4/BAIAP2/C3/CDK5/DBN1/DLG4/DNM1/DNM1L/DYNC1H1/EEF1A2/EPHA4/FYN/GLUD1/GSTP1/HRAS/HSPA1B/HSPB1/KIF5C/KLC1/MAP4/MAPK10/NAPB/PAK1/PCMT1/PIN1/PLCB1/PPP3R1/PRKCB/PSMC5/S100B/SLC2A3/SLC8A1/SLC8A2/SNAP91/SNCA/UCHL1",41,"black"
"DOID:10652","Alzheimer's disease","40/335","409/7865",0.097799511002445,2.29609896726636,5.67797579395943,5.63148131399577e-07,0.000105871848703121,9.97364980083988e-05,"A2M/ADAM10/AGT/ALDH2/ANK2/AQP4/BAIAP2/C3/CDK5/DBN1/DLG4/DNM1/DNM1L/DYNC1H1/EEF1A2/EPHA4/FYN/GLUD1/GSTP1/HRAS/HSPA1B/HSPB1/KIF5C/KLC1/MAPK10/NAPB/PAK1/PCMT1/PIN1/PLCB1/PPP3R1/PRKCB/PSMC5/S100B/SLC2A3/SLC8A1/SLC8A2/SNAP91/SNCA/UCHL1",40,"black"
"DOID:13934","facial paralysis","6/335","11/7865",0.545454545454545,12.8059701492537,8.26417000725777,2.20166871921196e-06,0.000331130975369479,0.000311941694322031,"PPIA/TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",6,"black"
"DOID:1756","facial nerve disease","6/335","12/7865",0.5,11.7388059701493,7.85191315859982,4.24586927288695e-06,0.000532148948868498,0.000501310529939108,"PPIA/TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",6,"black"
"DOID:0090131","complex cortical dysplasia with other brain malformations","7/335","20/7865",0.35,8.21716417910448,6.81603444724783,1.1459833791314e-05,0.00123111357300974,0.00115976964534652,"KIF2A/KIF5C/TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",7,"black"
"DOID:0090132","complex cortical dysplasia with other brain malformations 7","5/335","10/7865",0.5,11.7388059701493,7.16687069061133,2.87391086341928e-05,0.00240131218810145,0.00226215439892536,"TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",5,"black"
"DOID:0112227","tubulinopathy","5/335","10/7865",0.5,11.7388059701493,7.16687069061133,2.87391086341928e-05,0.00240131218810145,0.00226215439892536,"TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",5,"black"
"DOID:0050429","Hailey-Hailey disease","4/335","6/7865",0.666666666666667,15.6517412935323,7.57230137378974,4.53167640054322e-05,0.0034078206532085,0.00321033496585851,"ATP2B1/ATP2B2/ATP2B3/ATP2B4",4,"black"
"DOID:0060260","ptosis","5/335","11/7865",0.454545454545455,10.6716417910448,6.77014180114164,5.08536418966769e-05,0.003476539882391,0.00327507186569029,"TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",5,"black"
"DOID:5419","schizophrenia","21/335","194/7865",0.108247422680412,2.54139098322819,4.58494737774622,7.34210763508969e-05,0.00460105411798954,0.0043344196828205,"ANK3/CPLX2/FYN/GOT2/GRM2/HSPA1B/KIF5C/MAGI2/NDEL1/PAFAH1B1/PAK1/PLCB1/PPP3CA/PPP3CB/PPP3R1/S100B/SNAP25/SNCA/SRGAP3/SYN2/YWHAZ",21,"black"
"DOID:0060307","autosomal dominant intellectual developmental disorder","14/335","103/7865",0.135922330097087,3.19113172004057,4.72114073750303,0.00010862103451964,0.0053836575600154,0.00507167068573679,"AP2M1/ATP2B1/DLG4/DPP6/DYNC1H1/EEF1A2/EPB41L1/GNB1/HNRNPC/KIF1A/PACS1/PPP2R1A/PPP2R5D/TNPO2",14,"black"
"DOID:870","neuropathy","34/335","406/7865",0.083743842364532,1.96610543342401,4.21593499239147,0.000108836691583395,0.0053836575600154,0.00507167068573679,"AGRN/AGT/ALDH2/AQP4/ATL1/C3/CADM3/CCT5/CCT7/CDK5/DBN1/DNM1/DNM1L/DNM3/DYNC1H1/GPI/HSPB1/JAM3/KIF1A/KIF21A/LMNA/LRSAM1/MTMR1/PPIA/RANBP1/SBF1/SNAP25/SYT1/TRIM2/TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",34,"black"
"DOID:12377","spinal muscular atrophy","9/335","46/7865",0.195652173913043,4.59344581440623,5.15538469166886,0.000112960788196897,0.0053836575600154,0.00507167068573679,"DCTN1/DNAJB2/DPP6/DYNC1H1/HSPB1/KIF5C/UBA1/VAPA/VAPB",9,"black"
"DOID:574","peripheral nervous system disease","35/335","424/7865",0.0825471698113208,1.93801041960011,4.18814400943655,0.000114545905532243,0.0053836575600154,0.00507167068573679,"AGRN/AGT/ALDH2/AQP4/ATL1/C3/CADM3/CCT5/CCT7/CDK5/DBN1/DNM1/DNM1L/DNM3/DYNC1H1/GPI/GSTP1/HSPB1/JAM3/KIF1A/KIF21A/LMNA/LRSAM1/MTMR1/PPIA/RANBP1/SBF1/SNAP25/SYT1/TRIM2/TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",35,"black"
"DOID:2468","psychotic disorder","21/335","202/7865",0.103960396039604,2.44074183537757,4.37531279843033,0.000131496022816943,0.0058167652446083,0.00547967946475558,"ANK3/CPLX2/FYN/GOT2/GRM2/HSPA1B/KIF5C/MAGI2/NDEL1/PAFAH1B1/PAK1/PLCB1/PPP3CA/PPP3CB/PPP3R1/S100B/SNAP25/SNCA/SRGAP3/SYN2/YWHAZ",21,"black"
"DOID:0050997","cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome","5/335","14/7865",0.357142857142857,8.38486140724947,5.83298079127694,0.00019817922456904,0.00827948760421768,0.00779968527105053,"TUBB/TUBB2A/TUBB3/TUBB4A/TUBB4B",5,"black"
